"tx_id","tx_name","tx_chrom","tx_strand","tx_start","tx_end"
21218,"Bra021414","A01","+",26494027,26495726
21219,"Bra021415","A01","-",26496087,26498401
21220,"Bra021416","A01","-",26500706,26501012
21221,"Bra021417","A01","+",26501596,26502722
21222,"Bra021418","A01","-",26503236,26506301
21223,"Bra021419","A01","+",26506586,26507898
21224,"Bra021420","A01","-",26506455,26509967
21225,"Bra021421","A01","+",26510077,26514241
21226,"Bra021422","A01","-",26512487,26514170
21227,"Bra021423","A01","-",26514876,26516619
21228,"Bra021424","A01","+",26519221,26520188
21229,"Bra021425","A01","+",26520533,26521469
21230,"Bra021426","A01","+",26521908,26522316
21231,"Bra021427","A01","-",26522824,26526057
21232,"Bra021428","A01","-",26526841,26528279
21233,"Bra021429","A01","-",26528594,26530196
21234,"Bra021430","A01","+",26535741,26537778
21235,"Bra021431","A01","-",26538270,26542607
21236,"Bra021432","A01","+",26539954,26542867
21237,"Bra021433","A01","+",26544276,26545703
21238,"Bra021434","A01","-",26546986,26549854
21239,"Bra021435","A01","+",26551933,26554675
21240,"Bra021436","A01","-",26554702,26555398
21241,"Bra021437","A04","+",19201719,19203903
21242,"Bra021438","A04","-",19204413,19205608
21243,"Bra021439","A04","-",19206800,19207593
21244,"Bra021440","A04","-",19208529,19210203
21245,"Bra021441","A04","-",19211059,19213470
21246,"Bra021442","A04","+",19216249,19216840
21247,"Bra021443","A04","-",19216037,19218849
21248,"Bra021444","A04","+",19220774,19221460
21249,"Bra021445","A04","+",19224057,19224358
21250,"Bra021446","A04","-",19224480,19226615
21251,"Bra021447","A04","+",19227401,19228842
21252,"Bra021448","A04","-",19229536,19229959
21253,"Bra021449","A04","+",19229564,19229879
21254,"Bra021450","A04","-",19230629,19234091
21255,"Bra021451","A04","+",19235288,19235845
21256,"Bra021452","A04","-",19237166,19248356
21257,"Bra021453","A04","-",19254083,19254602
21258,"Bra021454","A04","-",19255479,19257880
21259,"Bra021455","A04","+",19249366,19258980
21260,"Bra021456","A04","-",19260902,19262133
21261,"Bra021457","A01","-",26566038,26566814
21262,"Bra021458","A01","-",26567550,26569028
21263,"Bra021459","A01","+",26572162,26573909
21264,"Bra021460","A01","-",26575126,26575792
21265,"Bra021461","A01","-",26581516,26582980
21266,"Bra021462","A01","+",26584550,26588915
21267,"Bra021463","A01","-",26587496,26588888
21268,"Bra021464","A01","+",26590117,26591083
21269,"Bra021465","A01","-",26590071,26594135
21270,"Bra021466","A01","-",26594691,26596608
21271,"Bra021467","A01","-",26598975,26600148
21272,"Bra021468","A01","+",26600493,26603163
21273,"Bra021469","A01","-",26600429,26606618
21274,"Bra021470","A01","+",26608972,26611716
21275,"Bra021471","A01","+",26617017,26618568
21276,"Bra021472","A01","+",26623381,26625354
21277,"Bra021473","A01","-",26625787,26627901
21278,"Bra021474","A01","-",26631684,26637284
21279,"Bra021475","A01","-",26639910,26641224
21280,"Bra021476","A01","-",26642767,26644763
21281,"Bra021477","A01","-",26648802,26651820
21282,"Bra021478","A01","+",26652037,26653411
21283,"Bra021479","A01","+",26654809,26655506
21284,"Bra021480","A01","-",26655498,26657604
21285,"Bra021481","A01","+",26658220,26659515
21286,"Bra021482","A01","-",26663745,26668034
21287,"Bra021483","A01","-",26669320,26671471
21288,"Bra021484","A01","+",26672483,26673801
21289,"Bra021485","A01","+",26674763,26676965
21290,"Bra021486","A01","-",26677219,26678525
21291,"Bra021487","A01","-",26690094,26692490
21292,"Bra021488","A01","-",26693548,26694762
21293,"Bra021489","A01","-",26695497,26697292
21294,"Bra021490","A01","-",24177456,24179127
21295,"Bra021491","A01","-",24155507,24158352
21296,"Bra021492","A01","-",24151207,24154018
21297,"Bra021493","A01","+",24145605,24147944
21298,"Bra021494","A01","+",24137329,24139922
21299,"Bra021495","A01","-",24133319,24134190
21300,"Bra021496","A01","-",24130852,24131813
21301,"Bra021497","A01","-",24125170,24125967
21302,"Bra021498","A01","-",24115984,24120281
21303,"Bra021499","A01","-",24109289,24113933
21304,"Bra021500","A01","+",24105963,24108640
21305,"Bra021501","A01","-",24095760,24100222
21306,"Bra021502","A01","+",24093090,24094166
21307,"Bra021503","A01","+",24090497,24091655
21308,"Bra021504","A01","+",24089171,24090442
21309,"Bra021505","A01","+",24084655,24088241
21310,"Bra021506","A01","-",24069356,24074161
21311,"Bra021507","A01","+",24067937,24068995
21312,"Bra021508","A01","+",24062256,24066268
21313,"Bra021509","A01","+",24054242,24054951
21314,"Bra021510","A01","-",24048053,24051438
21315,"Bra021511","A01","+",24043602,24045934
21316,"Bra021512","A01","-",24035103,24040661
21317,"Bra021513","A01","-",24031026,24031809
21318,"Bra021514","A01","-",24020260,24022702
21319,"Bra021515","A01","+",24016437,24018558
21320,"Bra021516","A01","+",24000190,24000406
21321,"Bra021517","A01","+",23996992,23999654
21322,"Bra021518","A01","-",23993168,23996190
21323,"Bra021519","A01","+",23986979,23989477
21324,"Bra021520","A01","-",23985198,23986702
21325,"Bra021521","A01","-",23972329,23976122
21326,"Bra021522","A01","+",23957432,23960591
21327,"Bra021523","A01","+",23940327,23941650
21328,"Bra021524","A01","+",23929226,23933786
21329,"Bra021525","A01","+",23926166,23928711
21330,"Bra021526","A01","-",23912967,23917628
21331,"Bra021527","A01","-",23909387,23911959
21332,"Bra021528","A01","+",23907215,23907820
21333,"Bra021529","A01","+",23897001,23899329
21334,"Bra021530","A01","+",23893809,23896651
21335,"Bra021531","A01","-",23888671,23890280
21336,"Bra021532","A01","-",23877432,23884264
21337,"Bra021533","A01","+",23875327,23877492
21338,"Bra021534","A01","+",23873699,23874632
21339,"Bra021535","A01","+",23870757,23872918
21340,"Bra021536","A01","+",23868570,23869683
21341,"Bra021537","A01","+",23866530,23867470
21342,"Bra021538","A01","-",23864458,23865286
21343,"Bra021539","A01","+",23861393,23863375
21344,"Bra021540","A01","-",23850749,23852753
21345,"Bra021541","A01","+",23846646,23850647
21346,"Bra021542","A01","-",23838818,23840438
21347,"Bra021543","A01","+",23835997,23838328
21348,"Bra021544","A01","+",23826411,23827138
21349,"Bra021545","A01","-",23810989,23818117
21350,"Bra021546","A01","+",23810031,23810968
21351,"Bra021547","A01","+",23803203,23805990
21352,"Bra021548_Bra021549","A01","+",23771435,23790611
21353,"Bra021550","A01","+",23758021,23760540
21354,"Bra021551","A01","+",23753051,23757692
21355,"Bra021552","A01","-",23724991,23727706
21356,"Bra021553","A01","+",23720148,23724849
21357,"Bra021554","A01","-",23720844,23722497
21358,"Bra021555","A01","-",23717488,23719500
21359,"Bra021556","A01","-",23714735,23716748
21360,"Bra021557","A01","+",23713851,23714259
21361,"Bra021558","A01","+",23697230,23699824
21362,"Bra021559","A01","-",23678196,23680870
21363,"Bra021560_Bra021563","A01","+",23650026,23676205
21364,"Bra021561","A01","-",23662151,23662464
21365,"Bra021562","A01","+",23655727,23659673
21366,"Bra021564","A01","+",23638304,23644580
21367,"Bra021565","A01","+",23617836,23618588
21368,"Bra021566","A01","+",23612386,23615444
21369,"Bra021567","A01","-",23611108,23611417
21370,"Bra021568","A01","-",23608438,23609356
21371,"Bra021569","A01","+",23604686,23608071
21372,"Bra021570_Bra021572","A01","-",23591036,23599853
21373,"Bra021571","A01","+",23595153,23596135
21374,"Bra021573","A01","-",23583313,23588758
21375,"Bra021574","A01","+",23583313,23585569
21376,"Bra021575","A01","+",23581100,23581775
21377,"Bra021576","A01","-",23578840,23579604
21378,"Bra021577","A01","+",23576743,23578848
21379,"Bra021578","A01","-",23566145,23569238
21380,"Bra021579","A01","-",23550781,23557223
21381,"Bra021580","A01","-",23547383,23549919
21382,"Bra021581","A01","+",23546310,23546934
21383,"Bra021582","A01","-",23540275,23542518
21384,"Bra021583","A01","+",23527274,23530572
21385,"Bra021584","A01","-",23521318,23522550
21386,"Bra021585","A01","+",23515908,23516283
21387,"Bra021586","A01","-",23505567,23507017
21388,"Bra021587","A01","+",23501769,23502432
21389,"Bra021588","A01","+",23500008,23501565
21390,"Bra021589","A01","-",23498552,23499346
21391,"Bra021590","A01","+",23495865,23497240
21392,"Bra021591","A01","+",23491632,23493063
21393,"Bra021592","A01","-",23487407,23489243
21394,"Bra021593","A01","-",23484594,23485402
21395,"Bra021594","A01","-",23480289,23481606
21396,"Bra021595","A01","+",23470299,23471078
21397,"Bra021596","A01","+",23455461,23456764
21398,"Bra021597","A01","+",23449703,23452231
21399,"Bra021598","A04","+",13403919,13410028
21400,"Bra021599","A04","-",13411396,13415857
21401,"Bra021600","A04","-",13425024,13427113
21402,"Bra021601","A04","-",13427485,13428580
21403,"Bra021602","A04","+",13430183,13437597
21404,"Bra021603","A04","+",13451862,13457359
21405,"Bra021604","A04","-",13460666,13463669
21406,"Bra021605","A04","+",13467484,13470330
21407,"Bra021606","A04","+",13472362,13474228
21408,"Bra021607","A04","+",13482897,13488610
21409,"Bra021608","A04","+",13493135,13494226
21410,"Bra021609","A04","+",13495973,13497112
21411,"Bra021610","A04","+",13497739,13498835
21412,"Bra021611","A04","-",13499982,13505231
21413,"Bra021612","A04","+",13516956,13518172
21414,"Bra021613","A04","+",13534378,13535045
21415,"Bra021614","A04","-",13535420,13537694
21416,"Bra021615","A04","+",13549417,13550091
21417,"Bra021616","A04","+",13557826,13558570
21418,"Bra021617","A04","+",13561269,13562771
21419,"Bra021618","A04","-",13563555,13564346
21420,"Bra021619","A04","-",13566576,13568834
21421,"Bra021620","A04","-",13569086,13571380
21422,"Bra021621","A04","+",13589495,13590463
21423,"Bra021622","A04","-",13594416,13598394
21424,"Bra021623","A04","-",13598788,13600691
21425,"Bra021624","A04","-",13602451,13603106
21426,"Bra021625","A04","+",13611851,13614946
21427,"Bra021626","A04","+",13620244,13621512
21428,"Bra021627","A04","-",13629406,13635740
21429,"Bra021628","A04","-",13638973,13640256
21430,"Bra021629","A04","-",13642871,13643254
21431,"Bra021630","A04","-",13649556,13650351
21432,"Bra021631","A04","-",13657037,13657715
21433,"Bra021632","A04","+",13659487,13660810
21434,"Bra021633","A04","+",13662416,13668243
21435,"Bra021634","A04","+",13668666,13671169
21436,"Bra021635","A04","-",13673151,13676670
21437,"Bra021636_Bra021637","A04","-",13681558,13690852
21438,"Bra021638","A04","-",13694597,13696423
21439,"Bra021639","A04","-",13699022,13700010
21440,"Bra021640","A04","+",13700971,13702144
21441,"Bra021641","A04","-",13705114,13705991
21442,"Bra021642","A04","+",13711329,13714337
21443,"Bra021643","A04","+",13715770,13716037
21444,"Bra021644","A04","-",13718325,13719392
21445,"Bra021645","A04","-",13722671,13724228
21446,"Bra021646","A04","+",13733412,13733679
21447,"Bra021647","A04","-",13736787,13739933
21448,"Bra021648","A04","+",13741587,13742394
21449,"Bra021649","A04","-",13746678,13747866
21450,"Bra021650","A04","-",13747923,13751639
21451,"Bra021651","A04","+",13753655,13758146
21452,"Bra021652","A04","+",13759002,13761028
21453,"Bra021653","A04","+",13762099,13766754
21454,"Bra021654","A04","+",13771033,13771936
21455,"Bra021655","A04","-",13772482,13775329
21456,"Bra021656","A04","+",13779256,13780121
21457,"Bra021657","A04","+",13781174,13783474
21458,"Bra021658","A04","-",13784018,13786056
21459,"Bra021659","A04","-",13786468,13789718
21460,"Bra021660","A04","-",13790436,13793301
21461,"Bra021661","A04","-",13803302,13805843
21462,"Bra021662","A04","-",13807678,13808563
21463,"Bra021663","A04","+",13812052,13814994
21464,"Bra021664","A04","+",13821009,13822695
21465,"Bra021665","A04","-",13824002,13829582
21466,"Bra021666","A04","-",13831893,13832883
21467,"Bra021667","A04","+",13833553,13835969
21468,"Bra021668_Bra021669","A04","-",13837060,13848451
21469,"Bra021670_Bra021671","A04","-",13852299,13878670
21470,"Bra021672","A04","-",13897034,13898481
21471,"Bra021673","A04","+",13901255,13902606
21472,"Bra021674","A04","-",13902882,13905837
21473,"Bra021675","A04","-",13907328,13908251
21474,"Bra021676","A04","+",13911726,13913244
21475,"Bra021677","A04","-",13913176,13915680
21476,"Bra021678","A04","+",13920034,13921397
21477,"Bra021679","A04","-",13923333,13927239
21478,"Bra021680","A04","+",13931445,13932503
21479,"Bra021681","A04","+",13934812,13936974
21480,"Bra021682","A04","+",13937679,13941084
21481,"Bra021683","A04","+",13943010,13944236
21482,"Bra021684","A04","+",13945176,13946259
21483,"Bra021685","A04","-",13948098,13951523
21484,"Bra021686","A04","-",13954514,13956593
21485,"Bra021687","A04","+",13960309,13966024
21486,"Bra021688","A04","-",13965891,13967962
21487,"Bra021689","A04","-",13970901,13971586
21488,"Bra021690","A04","+",13975528,13975855
21489,"Bra021691","A04","-",13976049,13977308
21490,"Bra021692","A04","+",13978927,13981958
21491,"Bra021693","A04","-",13984757,13987071
21492,"Bra021694","A04","-",13989363,13994199
21493,"Bra021695","A04","+",14005357,14005782
21494,"Bra021696","A04","+",14033015,14033614
21495,"Bra021697","A04","+",14042959,14043529
21496,"Bra021698","A04","+",14045314,14046118
21497,"Bra021699","A04","-",14046314,14049414
21498,"Bra021700","A04","-",14051600,14053252
21499,"Bra021701","A04","+",14057585,14067275
21500,"Bra021702","A04","+",14074717,14075956
21501,"Bra021703","A04","+",14085348,14085814
21502,"Bra021704","A04","-",14086888,14087678
21503,"Bra021706","A04","+",14090186,14091970
21504,"Bra021707","A04","+",14101680,14102334
21505,"Bra021708","A04","-",14108619,14110223
21506,"Bra021709","A04","-",14117315,14120554
21507,"Bra021710","A04","+",14120897,14122977
21508,"Bra021711","A04","+",14125260,14128007
21509,"Bra021712","A04","-",14134656,14135889
21510,"Bra021713","A04","-",14154692,14157047
21511,"Bra021714","A04","-",14157347,14162020
21512,"Bra021715","A04","+",14174756,14178295
21513,"Bra021716","A04","-",14178344,14179648
21514,"Bra021717","A04","+",14181596,14182951
21515,"Bra021718","A04","-",14183215,14185561
21516,"Bra021719","A04","+",14185959,14187713
21517,"Bra021720","A04","-",14188167,14195496
21518,"Bra021721","A04","+",14197857,14204280
21519,"Bra021722_Bra021724","A04","-",14205249,14219938
21520,"Bra021723","A04","-",14217068,14217760
21521,"Bra021725","A04","+",14220972,14222755
21522,"Bra021726","A04","+",14229487,14233131
21523,"Bra021727","A04","-",14233305,14236391
21524,"Bra021728","A04","+",14240881,14242228
21525,"Bra021729","A04","-",14242655,14243859
21526,"Bra021730","A04","+",14244264,14245553
21527,"Bra021731","A04","+",14246270,14246897
21528,"Bra021732","A04","+",14247681,14248282
21529,"Bra021733","A04","+",14249892,14253212
21530,"Bra021734","A04","-",14256872,14258505
21531,"Bra021735","A04","-",14258868,14260966
21532,"Bra021736","A04","+",14267642,14269580
21533,"Bra021737","A04","-",14278703,14279483
21534,"Bra021738","A04","-",14281988,14283427
21535,"Bra021739","A04","+",14285190,14285439
21536,"Bra021740","A04","+",14286780,14291279
21537,"Bra021741","A04","-",14299440,14299683
21538,"Bra021742","A04","+",14306171,14308228
21539,"Bra021743","A04","+",14313665,14315870
21540,"Bra021744","A04","-",14316308,14319741
21541,"Bra021745","A04","+",14320770,14323823
21542,"Bra021746","A04","+",14332596,14335251
21543,"Bra021747","A04","+",14335638,14336476
21544,"Bra021748","A04","+",14340922,14343217
21545,"Bra021749","A04","+",14350453,14352937
21546,"Bra021750","A04","+",14355179,14357838
21547,"Bra021751","A04","+",14364660,14367024
21548,"Bra021752","A04","+",14372758,14376231
21549,"Bra021753","A04","+",14376764,14377924
21550,"Bra021754","A04","-",14378667,14381833
21551,"Bra021755","A04","-",14378121,14387155
21552,"Bra021756","A04","-",14387308,14390999
21553,"Bra021757","A04","+",14392570,14393717
21554,"Bra021758","A04","+",14394424,14396412
21555,"Bra021759","A04","+",14408233,14410437
21556,"Bra021760","A04","+",14410715,14414095
21557,"Bra021761","A04","+",14419696,14423037
21558,"Bra021762","A04","-",14430914,14431828
21559,"Bra021763","A04","-",14433328,14435036
21560,"Bra021764","A04","-",14436521,14436986
21561,"Bra021765","A04","-",14437446,14438556
21562,"Bra021766","A04","+",14450784,14454752
21563,"Bra021767_Bra021769","A04","+",14458007,14464364
21564,"Bra021768","A04","+",14461119,14461314
21565,"Bra021770","A04","-",14464893,14465672
21566,"Bra021771","A04","-",14467159,14467991
21567,"Bra021772","A04","+",14469392,14470565
21568,"Bra021773","A04","-",14474627,14475574
21569,"Bra021774","A04","+",14477402,14482043
21570,"Bra021775","A04","+",14485858,14486281
21571,"Bra021776","A04","+",14489560,14491576
21572,"Bra021777","A04","-",14495644,14500473
21573,"Bra021778","A04","-",14506836,14508266
21574,"Bra021779","A04","+",14517436,14523706
21575,"Bra021780","A04","-",14523707,14527116
21576,"Bra021781_Bra021782_Bra021783_Bra021784_Bra021785","A04","-",14531145,14549827
21577,"Bra021786","A04","-",14551625,14552735
21578,"Bra021787","A04","-",14555080,14556830
21579,"Bra021788","A04","-",14562529,14563348
21580,"Bra021789","A04","-",14572134,14574762
21581,"Bra021790","A04","-",14577128,14580847
21582,"Bra021791","A04","-",14583789,14586094
21583,"Bra021792","A04","+",14613657,14615460
21584,"Bra021793","A04","-",14618159,14618396
21585,"Bra021794","A04","-",14618964,14620456
21586,"Bra021795","A04","-",14627810,14629501
21587,"Bra021796","A04","+",14630639,14636551
21588,"Bra021797","A04","+",14641324,14646566
21589,"Bra021798","A04","+",14647570,14650208
21590,"Bra021799","A04","-",14664973,14665439
21591,"Bra021800","A04","-",14668708,14672342
21592,"Bra021801","A04","+",14676733,14677974
21593,"Bra021802","A04","+",14680153,14682639
21594,"Bra021803","A04","-",14685159,14687590
21595,"Bra021804","A04","+",14707165,14709209
21596,"Bra021805","A04","-",14709797,14717787
21597,"Bra021806","A04","-",14720425,14723086
21598,"Bra021807","A04","-",14724710,14725662
21599,"Bra021808","A04","+",14732600,14734652
21600,"Bra021809","A04","-",14736106,14737818
21601,"Bra021810","A04","+",14738619,14743620
21602,"Bra021811","A04","+",14744869,14749312
21603,"Bra021812","A04","+",14750005,14750682
21604,"Bra021813","A04","+",14751803,14753809
21605,"Bra021814","A04","-",14757739,14763541
21606,"Bra021815","A04","+",14765691,14769096
21607,"Bra021816","A04","-",14769605,14769993
21608,"Bra021817","A04","-",14772398,14775521
21609,"Bra021818","A04","+",14786816,14787629
21610,"Bra021819","A04","+",14798777,14802095
21611,"Bra021820","A04","-",14802708,14803590
21612,"Bra021821","A04","+",14809299,14812703
21613,"Bra021822","A04","+",14817448,14819462
21614,"Bra021823","A04","+",14822125,14823348
21615,"Bra021824","A04","-",14834021,14836685
21616,"Bra021825","A04","+",14837919,14838931
21617,"Bra021826","A04","-",14839791,14842005
21618,"Bra021827","A04","-",14843707,14847296
21619,"Bra021828","A04","-",14847935,14849534
21620,"Bra021829","A04","-",14851311,14854885
21621,"Bra021830","A04","+",14862741,14864381
21622,"Bra021831","A04","-",14868033,14872506
21623,"Bra021832","A04","+",14877606,14878675
21624,"Bra021833","A04","+",14880579,14881689
21625,"Bra021834","A04","-",14885080,14885407
21626,"Bra021835","A04","-",14888881,14891872
21627,"Bra021836","A04","-",14894481,14897736
21628,"Bra021837","A04","+",14898335,14900776
21629,"Bra021838","A04","+",14901570,14903198
21630,"Bra021839","A04","+",14905115,14907791
21631,"Bra021840","A04","+",14912425,14914398
21632,"Bra021841","A04","-",14915512,14918623
21633,"Bra021842","A04","+",14920153,14922550
21634,"Bra021843","A04","-",14923034,14924870
21635,"Bra021844","A04","-",14925726,14929035
21636,"Bra021845","A04","-",14940346,14940686
21637,"Bra021846","A04","+",14950282,14953756
21638,"Bra021847","A04","-",14954229,14956442
21639,"Bra021848","A04","+",14961456,14964004
21640,"Bra021849","A04","-",14963289,14964569
21641,"Bra021850","A04","+",14966301,14967962
21642,"Bra021851","A04","+",14968458,14972388
21643,"Bra021852","A04","+",14973280,14975204
21644,"Bra021853","A04","+",14975354,14976811
21645,"Bra021854","A04","-",14975646,14977593
21646,"Bra021855","A04","-",14978026,14980037
21647,"Bra021856","A04","+",14984110,14985449
21648,"Bra021857","A04","+",14989503,14990657
21649,"Bra021858","A04","+",14993132,14997007
21650,"Bra021859","A04","+",15008528,15009973
21651,"Bra021860","A04","-",15015313,15017179
21652,"Bra021861","A04","-",15018934,15023059
21653,"Bra021862","A04","-",15023728,15024936
21654,"Bra021863","A04","+",15024930,15026980
21655,"Bra021864","A04","+",15028167,15030817
21656,"Bra021865","A04","+",15031351,15033681
21657,"Bra021866","A04","+",15034637,15037529
21658,"Bra021867","A04","+",15038035,15040951
21659,"Bra021868","A04","+",15050688,15053280
21660,"Bra021869","A04","+",15054661,15055052
21661,"Bra021870","A04","+",15056192,15058617
21662,"Bra021871","A04","-",15060399,15062365
21663,"Bra021872","A04","-",15065033,15068180
21664,"Bra021873","A04","+",15069425,15071165
21665,"Bra021874","A04","-",15071401,15074555
21666,"Bra021875","A04","-",15084812,15088167
21667,"Bra021876","A04","-",15097786,15101058
21668,"Bra021877","A04","+",15105865,15108102
21669,"Bra021878","A04","+",15115557,15118134
21670,"Bra021879","A04","-",15118398,15119813
21671,"Bra021880","A04","+",15123761,15124274
21672,"Bra021881","A04","-",15123514,15126212
21673,"Bra021882","A04","+",15127526,15128750
21674,"Bra021883","A04","-",15128990,15130011
21675,"Bra021884","A04","-",15131884,15132700
21676,"Bra021885","A04","-",15133239,15136273
21677,"Bra021886","A04","-",15144740,15145417
21678,"Bra021887","A04","+",15146099,15147928
21679,"Bra021888","A04","-",15151771,15153572
21680,"Bra021889","A04","+",15157169,15157671
21681,"Bra021890","A04","-",15160015,15163556
21682,"Bra021891","A04","-",15165281,15166755
21683,"Bra021892","A04","-",15167559,15170679
21684,"Bra021893","A04","-",15176304,15177560
21685,"Bra021894","A04","+",15182321,15183954
21686,"Bra021895","A04","-",15184787,15185667
21687,"Bra021896","A04","+",15190211,15191734
21688,"Bra021897","A04","-",15192418,15194409
21689,"Bra021898","A04","+",15201861,15205034
21690,"Bra021899","A04","+",15206157,15208143
21691,"Bra021900","A04","-",15208302,15213723
21692,"Bra021901","A04","+",15220056,15223138
21693,"Bra021902","A04","-",15222293,15224450
21694,"Bra021903","A04","-",15232778,15235556
21695,"Bra021904","A04","+",15243720,15245950
21696,"Bra021905","A04","+",15246956,15249795
21697,"Bra021906","A04","+",15250281,15251612
21698,"Bra021907","A04","+",15252134,15254212
21699,"Bra021908","A04","+",15254979,15258282
21700,"Bra021909","A04","-",15258933,15259419
21701,"Bra021910","A04","+",15262023,15262746
21702,"Bra021911","A04","-",15261737,15264550
21703,"Bra021912","A04","+",15264543,15265608
21704,"Bra021913","A04","+",15266161,15269017
21705,"Bra021914","A04","-",15265101,15270837
21706,"Bra021915","A04","-",15270888,15272409
21707,"Bra021916","A04","-",15278333,15280245
21708,"Bra021917","A04","-",15282270,15282675
21709,"Bra021918","A04","-",15284239,15285468
21710,"Bra021919","A04","-",15285640,15286999
21711,"Bra021920","A04","-",15287507,15287747
21712,"Bra021921","A04","+",15291811,15295284
21713,"Bra021922","A04","-",15298283,15299060
21714,"Bra021923","A04","+",15300835,15301474
21715,"Bra021924","A04","+",15303733,15304964
21716,"Bra021925","A04","-",15312359,15314183
21717,"Bra021926","A04","-",15326224,15330845
21718,"Bra021927","A04","+",15338029,15339368
21719,"Bra021928","A04","-",15339549,15343321
21720,"Bra021929","A04","+",15345211,15349053
21721,"Bra021930","A04","-",15349041,15352801
21722,"Bra021931","A04","-",15357394,15358243
21723,"Bra021932","A04","-",15358970,15359889
21724,"Bra021933","A04","+",15361033,15362250
21725,"Bra021934","A04","-",15365727,15368779
21726,"Bra021935","A04","+",15374396,15376493
21727,"Bra021936","A04","+",15376924,15378429
21728,"Bra021937","A04","-",15378963,15382439
21729,"Bra021938","A04","+",15386131,15387413
21730,"Bra021939","A04","-",15387735,15390312
21731,"Bra021940","A04","+",15399322,15402375
21732,"Bra021941","A04","-",15402743,15404747
21733,"Bra021942","A04","+",15405766,15407315
21734,"Bra021943","A04","+",15408500,15410386
21735,"Bra021944","A04","-",15410549,15411806
21736,"Bra021945","A04","+",15412427,15419010
21737,"Bra021946","A04","-",15418624,15419326
21738,"Bra021947","A04","+",15421045,15423791
21739,"Bra021948","A02","-",17411534,17413204
21740,"Bra021949","A02","+",17426139,17428521
21741,"Bra021950","A02","-",17429473,17432498
21742,"Bra021951","A02","+",17437674,17438651
21743,"Bra021952","A02","-",17438205,17444440
21744,"Bra021953","A02","+",17466661,17475373
21745,"Bra021954","A02","-",17480829,17482515
21746,"Bra021955","A02","-",17486145,17486364
21747,"Bra021956","A02","-",17488338,17492616
21748,"Bra021957","A02","+",17519140,17526595
21749,"Bra021958","A02","-",17528975,17533151
21750,"Bra021959","A02","-",17552529,17555196
21751,"Bra021960","A02","+",17576249,17577495
21752,"Bra021961","A02","+",17581395,17586184
21753,"Bra021962","A02","+",17597502,17600987
21754,"Bra021963","A02","-",17601928,17603043
21755,"Bra021964","A02","-",17603271,17606122
21756,"Bra021965","A02","-",17618991,17620825
21757,"Bra021966","A02","-",17624448,17625641
21758,"Bra021967_Bra021968","A02","+",17670000,17683593
21759,"Bra021969","A02","-",17686298,17689106
21760,"Bra021970","A02","+",17696754,17699437
21761,"Bra021971","A02","-",17697437,17701341
21762,"Bra021972","A02","+",17718864,17720039
21763,"Bra021973","A02","+",17737434,17738198
21764,"Bra021974","A02","+",17743889,17744366
21765,"Bra021975","A02","-",17755403,17756076
21766,"Bra021976","A02","-",17759012,17761904
21767,"Bra021977","A02","+",17763077,17765217
21768,"Bra021978","A02","-",17773784,17776737
21769,"Bra021979","A02","-",17777271,17780392
21770,"Bra021980","A02","+",17786373,17787809
21771,"Bra021981","A02","-",17787818,17790680
21772,"Bra021982","A02","+",17804611,17809073
21773,"Bra021983","A02","-",17851367,17852726
21774,"Bra021984","A02","+",17856125,17857432
21775,"Bra021985","A02","-",17868587,17869531
21776,"Bra021986","A02","-",17886967,17887736
21777,"Bra021987_Bra021988","A02","-",17892124,17892679
21778,"Bra021989","A02","-",17903248,17905774
21779,"Bra021990","A02","-",17920981,17922517
21780,"Bra021991","A02","-",17926516,17927101
21781,"Bra021992","A02","-",17930280,17931932
21782,"Bra021993","A02","-",17937247,17940426
21783,"Bra021994","A02","-",17945229,17946465
21784,"Bra021995","A02","-",17964886,17966032
21785,"Bra021996","A02","-",17985951,17987492
21786,"Bra021997","A02","+",17988420,18002915
21787,"Bra021998","A02","+",18010255,18012568
21788,"Bra021999","A02","+",18016788,18020348
21789,"Bra022000","A02","+",18025917,18027378
21790,"Bra022001","A02","-",18026812,18028598
21791,"Bra022002","A02","+",18048830,18052245
21792,"Bra022003","A02","-",18068102,18072599
21793,"Bra022004","A02","+",18102364,18105667
21794,"Bra022005","A02","+",18111510,18112368
21795,"Bra022006","A02","+",18136687,18138694
21796,"Bra022007","A02","-",18147233,18147503
21797,"Bra022008","A02","+",18150834,18152783
21798,"Bra022009","A02","-",18161210,18161792
21799,"Bra022010","A02","-",18165141,18167013
21800,"Bra022011","A02","+",18176737,18177957
21801,"Bra022012","A02","-",18177954,18181148
21802,"Bra022013","A02","-",18188579,18191923
21803,"Bra022014","A02","+",18192740,18192935
21804,"Bra022015","A02","-",18195608,18195904
21805,"Bra022016","A02","-",18201994,18204762
21806,"Bra022017","A02","+",18211893,18212876
21807,"Bra022018","A02","-",18223394,18224918
21808,"Bra022019","A02","+",18233300,18239096
21809,"Bra022020","A02","+",18242190,18243008
21810,"Bra022021","A02","-",18277765,18278138
21811,"Bra022022","A02","-",18288844,18290602
21812,"Bra022023","A02","-",18299492,18304640
21813,"Bra022024","A02","+",18305863,18306343
21814,"Bra022025","A02","+",18315012,18318486
21815,"Bra022026","A02","-",18320339,18321073
21816,"Bra022027","A02","-",18321176,18325942
21817,"Bra022028","A02","+",18326800,18328487
21818,"Bra022029","A02","-",18331773,18334591
21819,"Bra022030","A02","-",18339005,18339520
21820,"Bra022031","A02","+",18351262,18351778
