"chr","pos","marker","biomass","height","leaf_length","period","leaf_area"
"A06x15466097","A06",37.78900481,"A06x15466097",0.896869268806023,2.2577822195351,1.67165676144865,0.0119531234603869,0.129969768651108
"A06x15625710","A06",38.19695322,"A06x15625710",0.882973493552958,2.44903337915449,1.65106777465789,0.000305831211278473,0.143651253797259
"A06x15648109","A06",39.02386071,"A06x15648109",0.846467566589398,2.35960711284341,1.34487582711907,0.0245844481735276,0.189975602009156
"A06x15703657","A06",39.43182027,"A06x15703657",1.01122718807451,2.49189883619115,0.081901942343876,0.0882349077032387,0.123153568245357
"A06x15888100","A06",39.83999014,"A06x15888100",0.932415166743372,2.33984110963721,0.0638038202167763,0.105576371305418,0.100159976984628
"A06x16052656","A06",40.24816,"A06x16052656",0.948372641518823,2.27705461580896,0.0772233481782791,0.0630256064205383,0.106301719648002
"A06x16272595","A06",40.65632987,"A06x16272595",1.05449881195686,2.14226056387935,0.0348099876217418,0.1928977047328,0.15044451759502
"A06x16512177","A06",41.06449974,"A06x16512177",1.01941103957587,1.90633506662954,0.011941793828754,0.137713588467292,0.143196626859321
"A06x16718394","A06",41.47245929,"A06x16718394",0.837121652254199,1.83143151434854,0.0265652695559027,0.174133262002641,0.078740250306339
"A06x16850333","A06",42.29936679,"A06x16850333",1.15211692588538,2.05887362406384,0.0382597199187273,0.10942020467597,0.188928653706796
"A06x16894473","A06",42.70732634,"A06x16894473",0.945159354430585,2.17559487180569,0.0282191784268662,0.158719945357518,0.161055952221716
"A06x17027456","A06",43.11549621,"A06x17027456",0.881301777427728,2.41143429305112,0.0388414728835471,0.133428472004638,0.156198782322235
"A06x17169190","A06",43.52366608,"A06x17169190",1.00182127808255,2.04123593626642,0.0752308103977271,0.0967964414460596,0.17410717762192
"A06x17343471","A06",43.93183595,"A06x17343471",1.20024595689467,2.12050480711932,0.0518117335278703,0.0708377026920743,0.265196764207019
"A06x17467245","A06",44.34000581,"A06x17467245",0.634201606080808,1.63626731791084,2.80509252092997e-06,0.176859718705018,0.0911925022734295
"A06x17596788","A06",44.74817568,"A06x17596788",0.681467177617618,1.62085471927159,0.0057935761008423,0.321783155428179,0.0943782017981221
"A06x17724226","A06",45.15634555,"A06x17724226",0.800763633845255,1.97414506154578,0.00579405067935568,0.375356700486307,0.161980193238662
"A06x17887716","A06",45.5643051,"A06x17887716",0.76572869729614,1.58079058827192,0.000854599606242346,0.429628283107604,0.134772428765586
"A06x18162101","A06",46.3912126,"A06x18162101",0.820587643717852,1.80370965559331,1.14934243808631,0.363591052343793,0.233799454759946
"A06x18258572","A06",46.79917224,"A06x18258572",0.768056077880958,1.95464709187618,1.31083825286237,0.491606864696209,0.168444008043764
"A06x18282875","A06",47.20736774,"A06x18282875",0.644976638118598,1.59649548063328,1.3108615857447,0.429041300198506,0.099093770858758
"A06x18550224","A06",47.20736879,"A06x18550224",0.644976964915099,1.59649531920155,1.31086183031206,0.429041162235137,0.0990938068672449
"A06x18963504","A06",47.61556425,"A06x18963504",0.61786510082502,1.9152835816343,1.73948882297492,0.235693734339236,0.0720605624670725
"A06x19003983","A06",48.02352389,"A06x19003983",0.681946575145274,1.84837067706471,2.27457914696427,0.323259036004089,0.10757148627124
"A06x19057417","A06",48.85043134,"A06x19057417",0.695049591807054,1.56705840868881,2.06773220662441,0.408838446130517,0.139419515493444
"A06x19065113","A06",49.25839089,"A06x19065113",0.83464648129765,1.92000610550409,2.0677719346381,0.469880281947098,0.219993573063903
"A06x19168959","A06",49.66635045,"A06x19168959",1.24125267115313,2.4470632319163,2.46779823033424,0.385125818107014,0.465186609275008
"A06x19335038","A06",50.49325794,"A06x19335038",1.17037702175099,2.73408037881686,2.52708207623576,0.407348480767823,0.498652089161908
"A06x20125742","A06",50.9012175,"A06x20125742",1.06862455324187,2.5117462730511,2.43498706916961,0.619577088751512,0.516612874281577
"A06x20199695","A06",51.30938737,"A06x20199695",1.20051718159768,2.24782019619948,2.942185453755,0.506431934222249,0.642616216471197
"A06x20213670","A06",51.71755716,"A06x20213670",0.895720438053056,2.05949281363343,2.43761586635765,0.46274257639196,0.501008583212638
"A06x20222354","A06",52.12572703,"A06x20222354",0.705169703470276,1.79309995022754,2.91023033506022,0.544878146672517,0.571493107855588
"A06x20238371","A06",52.53387666,"A06x20238371",0.623138225212919,2.11037519464793,3.49653120318234,0.532458668908973,0.641355044987449
"A06x20432109","A06",52.98194253,"A06x20432109",0.408083699973336,2.2041694532673,3.51906330695877,0.464509246271831,0.640168059673442
"A06x20616311","A06",53.89193706,"A06x20616311",2.74556635205984,1.98023090105255,2.6720309898748,0.83702364604747,0.593185093305124
"A06x20713866","A06",54.33875139,"A06x20713866",2.92576955580865,1.84626695015723,2.49472493471185,0.671003679013197,0.730187114450644
"A06x20780135","A06",57.23988677,"A06x20780135",2.17026715611919,2.27549030677287,0.0542621370659333,0.951009565951068,0.281824821248961
"A06x20857317","A06",57.64683012,"A06x20857317",2.20941718260185,2.45361532906691,0.00662962532305755,0.936141312018705,0.249574163304146
"A06x20968975","A06",58.055,"A06x20968975",2.18918928755498,2.11789962520183,0.0145148280530805,1.05136574702513,0.291456303727216
"A06x20983253","A06",58.46316975,"A06x20983253",2.67222826712388,2.21645702714702,0.0145174491335069,1.05504825273579,0.522490736980842
"A06x20992009","A06",58.87112931,"A06x20992009",2.44760206445116,1.80390813188893,0.0355965971469914,1.05779822482964,0.496242544055292
"A06x21034854","A06",59.6980368,"A06x21034854",2.48678128591128,1.31316927020544,0.0763898331857717,1.14292404499341,0.72045242463355
"A06x21165255","A06",60.10557252,"A06x21165255",1.77366740691881,0.707830808774531,0.187362288607034,0.86764685701479,0.422106359849522
"A06x21255416","A06",61.36102204,"A06x21255416",1.59524937103472,0.641264384114493,0.100373232230197,0.647517330729656,0.352593072199909
"A06x21312795","A06",62.18749852,"A06x21312795",1.09314577024767,0.549367056113624,0.0451622524436459,0.642792747482687,0.162835921690487
"A06x21369853","A06",62.59494586,"A06x21369853",1.22635008692805,0.484493306176148,0.082398320108382,0.992605324579031,0.216113033932004
"A06x21488412","A06",63.00290568,"A06x21488412",0.51395925058711,0.339954133885442,0.12912570491352,1.03345223661803,0.176889511602099
"A06x21534924","A06",63.82981317,"A06x21534924",1.02226680040319,0.167052291065175,0.313494986721651,1.02792549321501,0.0836226919720389
"A06x21566743","A06",64.23777352,"A06x21566743",1.28628472567301,0.107166801899155,0.388420496330554,0.836476498772427,0.0640576318194803
"A06x21606058","A06",64.64416481,"A06x21606058",1.05004163428341,0.165705457630679,0.15147284685969,0.708689578124307,0.136137593751698
"A06x21623986","A06",65.47107305,"A06x21623986",1.00629722874408,0.145566790141714,0.129583366486798,0.537354412134889,0.0544876488422688
"A06x21659075","A06",65.87746433,"A06x21659075",1.22005467655897,0.0909844657734027,0.355716192084515,0.644642906426512,0.0139027467868118
"A06x21677198","A06",66.28563499,"A06x21677198",1.0143248247259,0.13413596663176,0.259002085874727,0.427089543677468,0.0112172043509418
"A06x21852390","A06",66.69359455,"A06x21852390",1.15893615305847,0.203682875985209,0.288891935904701,0.527831353211241,0.000602593618395986
"A06x21889982","A06",67.52028818,"A06x21889982",1.40502491718089,0.143133814309181,0.132950180737794,0.666172383438749,0.000750939402394124
"A06x21968965","A06",68.34698181,"A06x21968965",1.59261766724425,0.107112204961027,0.219127832660917,0.693648468184236,0.0102473716594886
"A06x22049007","A06",68.75494137,"A06x22049007",1.19646451753787,0.132714286937897,0.116002727927565,0.796864678782299,0.0391065022747625
"A06x22141386","A06",69.16290092,"A06x22141386",1.14991997783942,0.0800589781647716,0.246419528761606,0.872579487445222,0.0350732475555446
"A06x22222087","A06",69.98980842,"A06x22222087",1.17518581506496,0.0135704728618293,0.176617807649109,0.976732651106801,0.0489618012455253
"A06x22414328","A06",70.39776797,"A06x22414328",1.08133612519869,0.0620247081550929,0.176615737445871,1.084708839036,0.101763578644977
"A06x22495533","A06",70.80593784,"A06x22495533",1.04585515923546,0.048632800467459,0.194345255527622,1.49200467881504,0.0932540415169001
"A06x22528507","A06",71.21410771,"A06x22528507",0.913222817185927,0.0191050189454529,0.158972305327637,1.30672029124788,0.159821369923236
"A06x22563280","A06",71.62227757,"A06x22563280",0.863240228356212,0.00780033872362651,0.174386085360993,1.51613762659838,0.18268117475094
"A06x22573700","A06",72.03044744,"A06x22573700",0.686869047057614,0.00341603014871339,0.172849489016329,1.57597385678272,0.162997053495587
"A06x22616349","A06",72.43861731,"A06x22616349",0.545118313358065,0.000990608583038011,0.160954340672305,1.30089351721183,0.181961005557696
"A06x22704278","A06",72.84636307,"A06x22704278",0.655357804922771,0.0224510025628035,0.209804907680137,1.24418227584131,0.140330758247501
"A06x22733245","A06",74.10256913,"A06x22733245",0.308291879251964,9.83888998291604e-05,0.0502823133330139,1.11883480361742,0.34567701087758
"A06x22790786","A06",74.50967343,"A06x22790786",0.536958302958219,0.0096480237355081,0.0680899068695169,1.06271672639981,0.137925137957211
"A06x22977608","A06",76.20616025,"A06x22977608",0.144828323427381,0.0108899130427176,0.0410518467699319,1.10222696076464,0.190147543173168
"A06x23089822","A06",76.61368865,"A06x23089822",0.197523181837767,0.00149474899225766,0.000129510737679084,1.05094447962799,0.110891662050506
"A06x23145693","A06",77.02185852,"A06x23145693",0.106797181181543,0.00497696944771064,0.000128961457619425,0.799114737267843,0.140582639511024
"A06x23170515","A06",77.43002838,"A06x23170515",0.0731968279399666,0.0144029668560961,0.00151293502494809,0.982885926839643,0.235107401482878
"A06x23173550","A06",77.83819825,"A06x23173550",0.0408307013547162,0.032233546870799,0.0102127460419297,0.99109383057052,0.315461442364835
"A06x23188139","A06",78.24636812,"A06x23188139",0.0110962019355476,0.058628414206936,0.0612567278312497,0.722325278867942,0.301969903339227
"A06x23261963","A06",78.65453798,"A06x23261963",0.0230868360594947,0.106116992702141,0.045226851404351,0.857980253071844,0.20850353314205
"A06x23320853","A06",79.06270785,"A06x23320853",0.0908274304228858,0.0241930624792133,0.0183873361614246,0.988612159239622,0.0584326145180967
"A06x23370989","A06",79.47066741,"A06x23370989",0.17156232537639,0.000604383088273153,0.00181390652852542,0.810116132279035,0.0487984244244331
"A06x23487869","A06",80.29736104,"A06x23487869",0.196352917383276,0.00469203124393403,0.00405631097382297,0.670804404363338,0.0425582331884016
"A06x23494062","A06",81.12405467,"A06x23494062",0.269164814021025,0.00796770840960903,0.00163347061229047,0.560810023302622,0.00342442656415187
"A06x23548075","A06",81.53201423,"A06x23548075",0.247087371423156,0.0131015550387588,0.0307108687941593,0.462621592486258,0.00285118951762797
"A06x23620292","A06",81.94018409,"A06x23620292",0.173217506056632,0.0683568275610753,0.0292239430632151,0.492068749412937,0.000896849722209936
"A06x23684078","A06",82.34814365,"A06x23684078",0.159858987996518,0.0214719830503611,0.00310125868168143,0.492070791935319,0.00714690849423505
"A06x23861639","A06",83.17505115,"A06x23861639",0.0386754821079158,0.00181581636678629,0.0397913331497364,0.464536497797667,0.0388313087682945
"A06x23908707","A06",83.5825866,"A06x23908707",0.082594882987749,0.0105865681280761,0.0907554733222753,0.423740818706591,0.0107137247957212
"A06x23968183","A06",84.83857509,"A06x23968183",0.0576671732347904,0.0146039077893363,0.0790208024797607,0.148308675775709,0.00567301531702924
"A06x24029730","A06",85.66483745,"A06x24029730",0.0537150006619544,0.00928697052123084,0.00605125552436903,0.121267250167747,0.0136306840710745
"A06x24148887","A06",86.49153108,"A06x24148887",0.0107063777606946,0.0832740461239609,0.00345685015093977,0.2539475098976,0.0696906990934849
"A06x24176157","A06",86.89949064,"A06x24176157",0.000297787621159173,0.0887292221586904,0.00254573128171387,0.168416007716246,0.17295481796566
"A06x24234183","A06",87.30766051,"A06x24234183",0.0046326915881032,0.148943809413993,0.00254595893738951,0.168405978708549,0.144153215384733
"A06x24335210","A06",87.71562007,"A06x24335210",0.000264785760254682,0.190775782568721,0.00126632900571622,0.152616118165525,0.19427948603834
"A06x24422253","A06",88.54231369,"A06x24422253",0.0440846894366995,0.232109404921118,6.91505027816675e-06,0.005414791003858,0.0415923451648155
"A06x24438966","A06",89.36900732,"A06x24438966",0.0465775220593105,0.431017175026085,0.0204771231020118,0.000363336850611518,0.0169488550442338
"A06x24562432","A06",89.77696688,"A06x24562432",0.0452795570698221,0.537759656060103,0.0676571938803647,0.001457365141178,0.016199231331143
"A06x24648046","A06",90.18492644,"A06x24648046",0.0320008320507981,0.477738645874723,0.0676628696543276,1.85329669761813e-05,0.0122561951918669
"A06x24751617","A06",91.01162007,"A06x24751617",0.0486462110027972,0.755192743139276,0.0676645819616795,0.000666498316618913,0.0205781099786009
"A06x24802441","A06",91.83809984,"A06x24802441",0.069497486001735,0.654264627818378,0.0855095961284178,4.63468765588004e-07,0.00953655562460654
"A06x24910518","A06",92.66479347,"A06x24910518",0.00630751233759064,0.382461553684408,0.0113701168743887,0.000719057172602788,0.0115158571326219
"A06x25010898","A06",93.07275303,"A06x25010898",0.00919519756586418,0.353054730772413,0.000738621425000474,0.00881401097966261,0.0125928011930228
"A06x25050435","A06",93.480923,"A06x25050435",0.0337438729636332,0.47458269354442,0.0345135993612473,0.0227505963242152,0.0253756954466553
"A06x25142452","A06",93.86388148,"A06x25142452",0.0142822311599815,0.424795342870851,0.0777016907839823,0.0829537105105516,0.00582131429325727
"A07x121679","A07",0,"A07x121679",0.352541480590807,0.03185560516539,0.172239448628375,0.667820331596673,0.01069848601594
"A07x238240","A07",0.382748289,"A07x238240",0.383233509989189,0.0868115065526069,0.0969617550087776,0.384878381832479,0.00315196762886671
"A07x385264","A07",1.208778824,"A07x385264",0.461008014975478,0.0915375506045848,0.118329083756123,0.457153669955289,0.011640620080243
"A07x451648","A07",3.356747956,"A07x451648",0.82268613406462,0.00439642702090737,0.0620709712962935,0.676575041095234,0.0080696810379095
"A07x648541","A07",3.763845025,"A07x648541",0.805385290401688,0.000234278448715486,0.0873181271453518,0.543101248900214,0.00055923946808889
"A07x854720","A07",4.590752525,"A07x854720",1.02273594758891,0.00529266617576241,0.100642123640995,0.347618560741239,0.017965297190301
"A07x1026814","A07",4.998287976,"A07x1026814",1.11339698351627,0.0444452048299695,0.136788462138867,0.334976984325095,0.0232981119284545
"A07x1164000","A07",6.254494034,"A07x1164000",1.45197934091203,0.0951741907927328,0.221254747942396,0.0627271167691106,0.0976914624481537
"A07x1247306","A07",6.662239795,"A07x1247306",1.47264440620883,0.065093648744579,0.179662130451561,0.124273247230917,0.143345149481377
"A07x1668071","A07",7.070409665,"A07x1668071",1.48548470927635,0.0300631330058252,0.0792856586344328,0.0882209876645419,0.134880273930492
"A07x1726244","A07",7.478155426,"A07x1726244",1.23333049500814,0.00783989571075949,0.0172992609807636,0.00191135162636158,0.100237245886319
"A07x1912144","A07",8.734361489,"A07x1912144",0.938422248054824,0.00732382163079137,0.000252863439044404,0.0772685038724177,0.163711580078029
"A07x1916232","A07",9.14079141,"A07x1916232",1.20987817629468,0.000103933523035948,0.0111835553527442,0.120101104500876,0.34128425954799
"A07x2612153","A07",12.22848927,"A07x2612153",0.778519006677966,0.00797015600051054,0.0726200268418893,2.50387886868533,0.0496952634967442
"A07x2777680","A07",12.63402758,"A07x2777680",0.703387594148243,0.00239441224084658,0.048075575647772,2.61223388841893,0.0417760455068787
"A07x7849660","A07",15.72147692,"A07x7849660",1.22072593795681,0.0327494230947991,0.137930344458113,2.3895569896346,0.277217248906823
"A07x8125711","A07",16.12833113,"A07x8125711",1.08056862903389,0.0197380992223088,0.101966632444629,2.60018484955999,0.164891262035439
"A07x9046546","A07",16.53628941,"A07x9046546",0.981492268419352,7.44029554766712e-05,0.101970073542589,2.83074187821474,0.096570521606111
"A07x9118045","A07",16.94403528,"A07x9118045",1.16136654575826,0.00482217188454115,0.176218490428738,2.64501838154236,0.16303026936464
"A07x9212629","A07",18.20024134,"A07x9212629",1.20989067953087,0.00473071499553157,0.153709100084768,2.3615105218599,0.221493361093508
"A07x9353173","A07",18.6079871,"A07x9353173",1.02544087315793,0.00594699532391019,0.0803978411260289,1.98720909441175,0.101713061299279
"A07x9494047","A07",19.01615697,"A07x9494047",1.1306583420064,0.000899000848875176,0.012600059830902,1.87986225160523,0.0762410595356187
"A07x9609685","A07",19.42432684,"A07x9609685",1.11695592122611,6.6919219761985e-05,0.0209902260595811,2.37781482789897,0.0550701654331647
"A07x9765112","A07",19.83228679,"A07x9765112",0.9716684078379,0.0150165918096548,0.020991349295798,2.37785657967264,0.041253112552738
"A07x9827612","A07",20.65839902,"A07x9827612",0.774808155372989,0.0632359649699481,0.0229996343007315,2.56403168263692,0.0334068456318164
"A07x10044896","A07",21.06635926,"A07x10044896",0.976741626899988,0.027977764455045,0.0911151455655954,3.25045001791648,0.0540105425718593
"A07x10348983","A07",21.4735433,"A07x10348983",0.97675088394481,0.0279735456009576,0.0420263194133668,3.25048331497148,0.0540122273633301
"A07x10543102","A07",22.30001993,"A07x10543102",0.811939536382017,0.00691989769595125,0.128357325495159,0.34181592659661,0.0417356579911825
"A07x10909029","A07",23.55579086,"A07x10909029",1.47209124105846,0.00110632137545963,0.333634884330735,0.06856139121669,0.204379401681251
"A07x11085819","A07",24.38116145,"A07x11085819",1.52451220283114,0.0077956996009334,0.279025546603805,0.0783402873481407,0.29022684528087
"A07x11517406","A07",26.99273127,"A07x11517406",1.56495897189128,0.0637888731938006,0.414900744348529,0.106867415382325,0.387745293213413
"A07x11706630","A07",27.39981387,"A07x11706630",1.31181804781439,0.0486069683727237,0.414902575011098,0.0237594171929487,0.329992830065635
"A07x11822636","A07",27.80798374,"A07x11822636",1.31692760197126,0.0120845172797317,0.414900364476608,0.019590795827753,0.461850565374789
"A07x11888127","A07",28.21615361,"A07x11888127",1.40679009375833,0.00138006279539127,0.393158849815023,0.00935983161154752,0.470377306964451
"A07x11983411","A07",28.62432348,"A07x11983411",1.20369582654285,0.000543944295202436,0.27712272864062,0.0192634909841018,0.350687781951592
"A07x12062969","A07",29.03228303,"A07x12062969",1.19645752244309,0.0118164569942394,0.226706773248736,0.0115910163035977,0.32016894442927
"A07x12090449","A07",29.85919053,"A07x12090449",0.84540211482447,0.0116932857861514,0.271550403109842,0.0437611510228351,0.174330174092518
"A07x12182836","A07",30.26693978,"A07x12182836",0.783617741894046,0.0216404721421384,0.271567599839415,0.0272840323844861,0.188317157370648
"A07x12258663","A07",31.093416,"A07x12258663",1.25582001558653,0.00331782191867092,0.618217557724847,0.0953078712470443,0.499054633605851
"A07x12400189","A07",32.34940449,"A07x12400189",1.43427656603297,0.00656425822788265,0.788181962325609,0.163747943207028,0.495814760281121
"A07x12567462","A07",32.75715025,"A07x12567462",1.70161863108846,3.18751285988128e-05,0.741268060758841,0.184942928570365,0.649448201988719
"A07x12634162","A07",33.16532012,"A07x12634162",1.9205171025088,0.0327662592472393,0.74124319577578,0.11859355304189,0.695212556474246
"A07x12648078","A07",33.57348999,"A07x12648078",1.67413950971427,0.0143315685272398,0.500400584735132,0.0311432861285681,0.716601022792361
"A07x12700299","A07",33.98165986,"A07x12700299",1.38871858281492,0.00365785409860564,0.2400123341246,0.0161398569601658,0.556150022699569
"A07x12724385","A07",34.38940563,"A07x12724385",1.38714637697016,0.00773437382298425,0.261722128166639,0.111730732444968,0.575066197860622
"A07x12886330","A07",35.64494807,"A07x12886330",1.46896906149235,0.000182412279201571,0.152437784845233,0.0674273522153328,0.685437570477916
"A07x13007264","A07",37.34098836,"A07x13007264",2.52555651993505,0.0659556650548438,0.163696474060572,0.194284273435713,1.12274610886641
"A07x13166525","A07",37.74851676,"A07x13166525",2.51570526474701,0.113329262658368,0.138536313405353,0.0886504152502425,1.07480069548484
"A07x13241485","A07",38.1564765,"A07x13241485",2.63501539842342,0.120687435184436,0.277553157210974,0.145820755969538,1.22935073772663
"A07x13277080","A07",38.98321978,"A07x13277080",3.05556620731129,0.215968815648239,0.445115943287959,0.0140607307989598,1.28224107166932
"A07x13478964","A07",38.98322083,"A07x13478964",3.05556567423045,0.215968439003206,0.445115810275922,0.0140606802572165,1.28224135744205
"A07x13794919","A07",39.39144398,"A07x13794919",3.02675575657947,0.270399076008601,0.445110659974119,0.0248098938915717,1.13045653284451
"A07x14054957","A07",39.79875143,"A07x14054957",3.16113675452114,0.206311801233312,0.44511447868291,0.082162410339464,1.08518864928772
"A07x14241556","A07",41.94694599,"A07x14241556",3.35916773892385,0.376115616469775,0.658616070809842,0.257449798123616,1.24392619597711
"A07x14542108","A07",42.35425345,"A07x14542108",2.98053393691757,0.477110456707493,0.707788972753519,0.235643899742072,1.02229808648485
"A07x14619522","A07",42.7624489,"A07x14619522",2.58017602907387,0.464558304552241,0.350758077848155,0.249094024031251,0.77304195550289
"A07x14892287","A07",42.76244995,"A07x14892287",2.58017610764836,0.464558245503866,0.350757846698372,0.249094164839974,0.773041935980189
"A07x15319042","A07",43.17064541,"A07x15319042",2.58015393206254,0.464566999483253,0.320881720891947,0.249081572908665,0.773037197912572
"A07x15471274","A07",43.57881537,"A07x15471274",2.33896042250425,0.527067345527598,0.306411742646134,0.179077605864677,0.715840113583056
"A07x15610627","A07",43.98634377,"A07x15610627",2.27182472842628,0.566515274040256,0.191310345797604,0.262066098212927,0.618228296276641
"A07x15766300","A07",45.68283059,"A07x15766300",1.39702471745989,0.352554137872488,0.114966730615748,0.0210413852039721,0.333045376678626
"A07x15862516","A07",46.09035898,"A07x15862516",1.46943835909901,0.456708242564133,0.0533383319841789,0.0323570539735698,0.266851846557756
"A07x16000246","A07",46.49852885,"A07x16000246",1.38188966365643,0.443448867387531,0.00587723247619465,0.00910177162175785,0.198533666747096
"A07x16094553","A07",46.90648841,"A07x16094553",1.46021393618451,0.499014756910327,0.00587412456741276,0.0175766191378557,0.182631931106926
"A07x16117168","A07",47.7333959,"A07x16117168",1.30633312588424,0.734363738326607,0.00023655447046167,0.00606832871841334,0.132036907434724
"A07x16245305","A07",48.14135546,"A07x16245305",1.22896800065298,0.669915591731524,0.00472419969813132,4.65879008118009e-05,0.12272488906558
"A07x16346835","A07",48.54952533,"A07x16346835",1.22187116946573,0.671556439387473,9.49798817373448e-07,2.49637108140632e-06,0.125521933793095
"A07x16383905","A07",48.95769519,"A07x16383905",1.20939993245047,0.774323871280785,0.000468248666777527,0.00876346252258031,0.107421729890746
"A07x16544081","A07",49.36586506,"A07x16544081",1.18036186344298,0.808685508737767,0.000756371995350946,0.0642513342120168,0.104845956115412
"A07x16588001","A07",49.77382462,"A07x16588001",0.936606634201338,0.796506204832127,0.022437267442001,0.0322905262661806,0.0378168986089236
"A07x16704311","A07",50.60073211,"A07x16704311",0.884230916037289,0.933688094879898,0.0201067545278875,0.00473326134505214,0.00964496012568361
"A07x16788652","A07",51.00869167,"A07x16788652",0.869569449030974,1.1603237479095,0.0201118091959529,0.00611669424610284,0.000112339021939079
"A07x16813814","A07",51.41686153,"A07x16813814",0.977472790474215,0.928564632510984,0.0994306697396894,0.00488956344260316,0.00303996962520614
"A07x16885944","A07",51.8250314,"A07x16885944",0.876375436376062,0.78187575374784,0.24731480447565,0.0348372925159737,0.0122948634556224
"A07x16929016","A07",52.23277716,"A07x16929016",0.96835560115103,0.670714725569468,0.338808842319565,0.0274182521658872,0.00212775583469238
"A07x17037431","A07",53.48898322,"A07x17037431",1.23825646771323,0.965259909445734,0.206596426266231,0.0109197228966309,0.00204454177480784
"A07x17064931","A07",53.89672898,"A07x17064931",1.10990687744702,0.84612341021716,0.266548141050947,0.0126018060418573,0.00125680355523627
"A07x17208726","A07",54.30489885,"A07x17208726",1.10987336444255,0.846103131320461,0.244617075408456,0.0126033099411273,0.00125808963252894
"A07x17286488","A07",54.71264461,"A07x17286488",0.874709657115389,0.7707062281265,0.370374175736487,0.0290495995591868,0.0182270360941743
"A07x17345797","A07",55.96885067,"A07x17345797",0.803505537043872,1.25018002610398,0.282889016942306,0.00324942208600021,0.00952919401441932
"A07x17409431","A07",56.37638612,"A07x17409431",0.708281921286313,1.10953482649546,0.118518772036822,0.00620457932750185,0.0437926637274586
"A07x17550082","A07",57.20329362,"A07x17550082",0.674348466896088,1.42931317967887,0.121159807413505,0.000879377639833478,0.150738360786875
"A07x17706081","A07",57.61125318,"A07x17706081",0.515378283211952,1.24238523629552,0.256126661581732,0.0450722228073062,0.196802442820911
"A07x17874990","A07",58.01899894,"A07x17874990",0.410992441565286,1.64842596734212,0.258389723695984,0.0360266970069461,0.17563464752709
"A07x18044991","A07",59.27498743,"A07x18044991",0.332460466743326,0.964806098165866,0.256234284243817,0.00476139854374935,0.141837221071341
"A07x18181350","A07",60.10081137,"A07x18181350",0.257638742965758,0.90752019947729,0.155885543470305,0.00409828719278948,0.268877032696309
"A07x18311633","A07",61.79640177,"A07x18311633",0.178391165983712,0.574411101173297,0.352375132448373,6.35428787063574e-05,0.392783260698309
"A07x18659947","A07",63.49162986,"A07x18659947",0.0709755131737317,0.246915455953172,0.355160627384805,0.0121106478035529,0.646267744394493
"A07x18905857","A07",63.49163091,"A07x18905857",0.0709755190903412,0.246915345325675,0.35516062741894,0.0121106343601838,0.646267544488126
"A07x19162343","A07",63.89991084,"A07x19162343",0.0709636689324569,0.246909600366081,0.485119764825441,0.0121160289847779,0.646356036786756
"A07x19348283","A07",64.30808154,"A07x19348283",0.000902186413908268,0.0246013271292611,0.676775814198805,0.0634029774543876,1.06464203173255
"A07x19430693","A07",64.71468282,"A07x19430693",0.00106374289977751,0.0384359268768151,0.739150574284508,0.0742377455139405,0.888202293640518
"A07x19521092","A07",65.12285406,"A07x19521092",3.729802454977e-05,0.0483027706069379,0.738055435523961,0.0894529874900201,0.874542830016708
"A07x19691308","A07",65.52945534,"A07x19691308",7.32904351838926e-05,0.0323637578056832,0.675493265161947,0.0774270494165421,1.05231239414809
"A07x19836643","A07",65.937626,"A07x19836643",7.30327460569669e-05,0.0105907458277272,0.922083109275462,0.0807946682130307,1.03102347994928
"A07x19932348","A07",66.34579587,"A07x19932348",0.00339046953575206,0.00104658328277196,0.814525488217299,0.115756666730107,0.993211177823014
"A07x20093612","A07",66.75396549,"A07x20093612",0.000979266360035425,0.0391882381414916,0.871773849107228,0.0885068834691367,1.09524530702237
"A07x20152281","A07",67.16262719,"A07x20152281",0.00757325423037969,0.0438821653818025,0.914258767148823,0.110009132327605,1.54694733870434
"A07x20161718","A07",67.57128841,"A07x20161718",0.0117346546699366,0.0522100936371714,0.9145441479032,0.0292836580343447,1.45193178759581
"A07x20218053","A07",67.97994962,"A07x20218053",0.0646824936673589,0.102798502897429,1.11284581294865,0.018921933730212,2.0477025966585
"A07x20306343","A07",68.38861083,"A07x20306343",0.0600887414002322,0.159664594948282,1.17135321411982,0.0528226467342705,2.13722904791194
"A07x20327405","A07",68.79706151,"A07x20327405",0.0288280462906059,0.066732874324515,1.03372622671768,0.0408375788366726,1.99445918572246
"A07x20365757","A07",69.62492758,"A07x20365757",0.0203648652767967,0.0277447111819527,0.853963558611781,0.0343674826504383,1.97714438854644
"A07x20416077","A07",70.03316772,"A07x20416077",0.019959826265886,0.0157190197924137,0.92645384364144,0.0425943588390538,1.72449455907719
"A07x20505698","A07",70.86103379,"A07x20505698",0.0265854544753736,4.43896144020073e-06,0.652697450861609,0.109127435590423,1.12161968601299
"A07x20677179","A07",71.26948421,"A07x20677179",0.0194542316688668,0.00988782871243643,0.810077347573696,0.0333558822754867,1.07541443870423
"A07x20754523","A07",71.67814542,"A07x20754523",0.0239116760198232,0.000819205481661811,0.846950148440982,0.0792378148824753,0.861350711794387
"A07x20860900","A07",72.08638224,"A07x20860900",0.0438931355156047,0.00883596677823562,0.824442292356821,0.0961274400935679,0.806628354671034
"A07x20908261","A07",73.34371755,"A07x20908261",0.0107090122064406,0.14654619420827,1.07943119222986,0.0791549769080291,0.99002390702276
