marker,chr,pos,trait1,trait2,trait3,trait4,trait5
A05x2804444,A05,19.06648229,0.13565255,0.010941276,0.395336595,0.001329805,0.017064742
A05x2841024,A05,19.47286705,0.052341316,0.010090021,0.421041136,0.000104317,0.000370816
A05x2858252,A05,19.88103692,0.075018883,0.00540028,0.319526873,0.000750275,0.003441471
A05x2890831,A05,20.28920683,0.0869775,0.004093121,0.361145133,6.90E-06,0.001784185
A05x2915370,A05,20.68716312,0.050738821,0.004744839,0.355251086,0.014560338,0.000321405
A05x18843289,A05,47.05966504,0.000184126,0.009569113,0.060027446,0.000993233,0.254426052
A05x18875715,A05,47.45762133,0.003133708,0.00633566,0.041587055,0.000723494,0.148937377
A05x18948334,A05,47.86536713,0.000927851,0.001602063,0.032939701,0.009614764,0.103750079
A05x19173991,A05,49.12157319,0.015151802,0.044319997,0.012703969,0.012232506,0.460352259
A05x19231433,A05,49.52910864,0.007254775,0.008981882,0.001610581,0.010214629,0.566572241
A05x19401224,A05,50.35601621,0.002553082,0.00340153,0.036599558,0.041461909,0.709424522
A05x19519917,A05,50.76383207,0.036413875,0.001478237,0.072188417,0.043638839,0.539904365
A05x19554873,A05,51.16997618,0.002565801,0.030227696,0.040545787,0.068083385,0.265395882
A05x21146194,A05,55.76537898,0.052974077,0.697049309,0.000242962,0.012922611,0.583719566
A05x21214957,A05,56.17152303,0.026969965,0.715183795,0.018409636,0.03400197,0.711010604
A05x21318830,A05,56.57969291,0.062374218,0.848505056,0.044677095,0.060007589,0.71571702
A05x21356902,A05,56.98786278,0.151442446,0.713861501,0.043428644,0.01159702,0.842463809
A05x21443379,A05,57.39603264,0.162462415,0.56737137,0.01432775,0.022609128,0.793023471
A05x21472317,A05,57.8041714,0.287896662,0.318644656,0.020997143,0.006554394,1.080763327
A05x21498653,A05,58.27402966,0.170001064,0.376893331,0.089075457,0.008260169,0.81732843
A05x21607040,A05,58.74367708,0.170650236,0.249527108,0.16239477,0.000192508,0.852684222
A05x21736237,A05,59.57055294,0.064841915,0.418960616,0.082946413,0.017184137,1.20987874
A05x21782489,A05,59.9785125,0.118272861,0.579146754,0.151499944,0.029984391,1.484372668
A05x21842335,A05,60.38647206,0.088231135,0.793418604,0.139588845,0.071003244,1.248042666
A05x22027911,A05,61.21337955,0.067721994,0.938432515,0.042321035,0.082006719,0.91388584
A05x22054988,A05,61.6213399,0.037060318,0.944935719,0.029204578,0.072678532,0.72596047
A05x22096840,A05,62.02751921,0.073416977,0.83403325,0.005556166,0.008965263,0.649972214
A05x22228096,A05,63.2837247,0.03507188,1.043096855,0.000995068,0.000194133,0.509092143
A05x22424356,A05,63.69002549,0.011824882,1.166814411,0.004215079,0.035681561,0.576333213
A05x22431494,A05,64.51735046,0.004938194,1.279889265,0.002677563,0.015625815,0.419333969
A05x22494227,A05,65.34467463,3.17E-06,1.05284468,0.005549384,0.017333842,0.494541818
A05x22531936,A05,65.75210395,0.002193156,1.341269634,0.022406409,0.019712253,0.381318033
A05x22647428,A05,67.90132571,0.013477648,0.986230992,0.07661481,0.029047765,0.168567115
A05x22705790,A05,68.72737927,0.025864367,1.710830181,0.183835636,0.149893454,0.138133869
A05x22733449,A05,69.55385891,0.088956374,2.245798237,0.234177506,0.341483777,0.23766713
A05x22820030,A05,70.38015897,0.174836802,1.722094132,0.430761317,0.48152579,0.359139015
A05x22890915,A05,70.78790841,0.204372444,1.959620392,0.478469549,0.351111807,0.216580548
A05x22915996,A05,71.61481591,0.139887454,1.645307516,0.385471033,0.365883622,0.367442955
A05x22952422,A05,72.02277547,0.239907218,1.124513515,0.328975007,0.400911405,0.402301582
A05x22970845,A05,72.43030387,0.282949919,1.078584258,0.377285405,0.326810904,0.568507839
A05x23034115,A05,74.12679069,0.170627021,0.906849358,0.426959829,0.236249933,0.542711362
A05x23062880,A05,74.53431948,0.312863949,0.91293878,0.440444419,0.195698697,0.433360053
A05x23106546,A05,74.94150367,0.25650587,0.87608356,0.350306634,0.304460639,0.334603576
A05x23209475,A05,75.76819768,0.273725825,1.334456611,0.50191056,0.26055955,0.228286691
A05x23283446,A05,76.59409611,0.468039334,1.397946278,0.694367809,0.21003646,0.315559507
A05x23322202,A05,77.00205607,0.358620119,1.448730163,0.649555216,0.110066106,0.216592709
A05x23393567,A05,77.40958446,0.318714132,1.239918911,0.582874751,0.039203271,0.140168433
A05x23535088,A05,79.10607118,0.139928208,1.549468259,0.462806122,0.148504863,0.106045431
A05x23620380,A05,79.51359958,0.100835278,1.40541219,0.458099152,0.07499931,0.018513094
A05x23680073,A05,79.92176945,0.073530034,1.649754564,0.278323357,0.08574331,0.004738075
A05x23834191,A05,80.32993932,0.07551652,1.295126472,0.236700192,0.046236534,0.032029278
A05x23959364,A05,80.73810919,0.047974226,1.262361261,0.295846075,0.02121397,0.016880633
A05x24008224,A05,81.14585495,0.073248872,1.0777834,0.251938442,0.0861967,0.025622904
A05x24071707,A05,82.402061,0.040570607,0.730104991,0.156299821,0.173133932,0.001475337
A05x24103894,A05,82.80980677,0.02316431,0.47131886,0.080094198,0.07612131,0.00101508
A05x24239477,A05,83.21797664,0.008725462,0.381887589,0.133104241,0.031170662,0.028113266
A05x24350305,A05,83.6259362,0.072012664,0.48317196,0.183012777,0.074236012,0.016862656
A05x24403127,A05,84.45219138,0.041398898,0.435510447,0.188852918,0.110747864,0.046380022
A05x24514039,A05,86.14845677,0.023867355,0.425828473,0.098168796,0.456397102,0.008316664
A05x24617520,A05,86.55577486,0.000185142,0.177560619,0.076416275,0.525573297,0.000346808
A05x24960351,A05,87.38268236,0.003950571,0.170307314,0.06589907,0.266290552,0.006959572
A05x25053034,A05,87.79064191,0.000385411,0.108851544,0.067243108,0.152825176,0.007550073
A05x25114880,A05,88.19881178,0.010300688,0.090914304,0.103969176,0.108700426,0.026139694
A05x25134397,A05,88.60634018,0.05885525,0.283316481,0.129270402,0.078980977,0.007939565
A05x25214914,A05,90.30282711,0.010694305,0.244896271,0.0472212,0.169806401,0.059853183
A05x25226253,A05,90.68514445,0.009193262,0.326146947,0.096614279,0.110331371,0.100316928
A06x3807723,A06,0,0.050443695,0.04880346,0.082882537,0.029383137,0.070258772
A06x3834598,A06,0.382958488,0.006369644,0.050919451,0.07611084,0.016728137,0.036031993
A06x3876969,A06,0.790918148,0.057284775,0.040793285,0.050436178,0.059306411,0.047122612
A06x3931660,A06,1.617825642,0.131557531,0.107548956,0.082447961,0.016830664,0.025289138
A06x3966070,A06,2.025785201,0.168179775,0.039815842,0.091699982,0.001306552,0.065448311
A06x3997574,A06,2.433092585,0.382799977,0.004004507,0.034533985,4.99E-05,0.044668362
A06x4102597,A06,4.580832508,0.475566318,0.037244854,0.012057614,0.01100748,0.109359585
A06x4282185,A06,5.836146304,0.427277577,0.013231023,0.013736578,0.051296612,0.020427845
A06x4290899,A06,6.243892076,0.473942754,0.021890713,0.065745101,0.058665581,0.061515544
A06x4332763,A06,6.652061946,0.323390734,0.03283747,0.063149678,0.022703259,0.023122174
A06x4556763,A06,7.060021503,0.188108608,0.136334031,0.050880305,0.04851592,4.42E-05
A06x4727351,A06,7.886715133,0.063762893,0.456503096,0.010603012,0.193488737,0.006101307
A06x4899004,A06,8.713408767,0.101183805,0.668592901,0.01002629,0.098710294,0.002372417
A06x5123487,A06,9.120281056,0.122999937,0.539820322,0.004403193,0.172309093,0.007156573
A06x5400835,A06,11.73208057,0.057134455,0.236079914,0.091955965,0.212775103,0.086389693
A06x5582169,A06,12.13916317,0.035499942,0.161279702,0.068124394,0.371654513,0.105013222
A06x5636968,A06,12.54733304,0.024743214,0.163614222,0.109041708,0.342348791,0.050438595
A06x5658395,A06,12.95529259,0.02943874,0.142356683,0.144105745,0.42797135,0.051588017
A06x5869330,A06,13.78220009,0.021926155,0.168164466,0.127481833,0.717110019,0.074635005
A06x5870097,A06,14.19004352,0.008069343,0.187305978,0.073055106,0.763169984,0.050201476
A06x5980083,A06,14.82887427,0.044669184,0.121426283,0.049625597,0.759233963,0.061090413
A06x6092010,A06,15.46767948,0.06949646,0.115164173,0.023721938,0.516156533,0.060313631
A06x6149839,A06,15.88984692,0.037590338,0.08958981,0.006417848,0.492235844,0.123030841
A06x6182960,A06,17.92363044,0.020274427,0.091746471,0.109300415,0.456146553,0.245469081
A06x6224612,A06,18.40607428,0.011996036,0.049574813,0.072447017,0.284243748,0.341064123
A06x6323309,A06,18.88929051,2.18E-05,0.135768433,0.072425066,0.575566864,0.53431484
A06x6422821,A06,19.37257169,0.019605655,0.175771521,0.081617673,0.630845008,0.505503523
A06x6567522,A06,19.79561732,0.06222162,0.037461336,0.056164083,0.67024818,0.552177913
A06x6674642,A06,20.21869333,0.047882788,0.043031508,0.050828248,0.489911629,0.734647936
A06x6728764,A06,20.64177011,0.065346124,0.00251098,0.006881641,0.481283039,0.737282349
A06x6907055,A06,21.06333172,5.08E-05,0.004057872,2.18E-05,0.470798812,0.946739089
A06x7145298,A06,21.48640905,0.005669425,0.042646652,0.000356629,0.435277871,0.829595431
A06x7297773,A06,21.90797066,0.026826364,0.032134345,0.003328252,0.438487818,0.650082204
A06x7379978,A06,22.33104744,0.041078771,0.021040629,0.019577361,0.457351314,0.536064807
A06x7391272,A06,22.75390507,0.022126139,0.000763793,0.000792073,0.284483169,0.442361652
A06x7433756,A06,23.61161408,0.069493943,0.028541461,0.007995315,0.412589996,0.537733557
A06x7463671,A06,24.03447172,0.064397237,0.076654936,0.004102706,0.589986216,0.669729626
A06x7626015,A06,24.45732935,0.080221558,0.124468124,0.003294902,0.461814071,0.744714078
A06x7986188,A06,25.31503837,0.022379388,0.212298802,0.0067614,0.239629636,0.619737304
A06x8167828,A06,25.737896,0.049109332,0.376940313,0.003652642,0.260841836,0.735511064
A06x8531670,A06,26.16098729,0.03002167,0.351311922,0.020898455,0.241519625,0.884223407
A06x8622637,A06,26.56914962,0.001922342,0.515791995,0.014064183,0.269525006,0.645077986
A06x8655497,A06,26.97730839,0.002475051,0.48127316,1.31E-05,0.218084772,0.4997355
A06x8686994,A06,27.40680008,1.59E-05,0.521939061,0.007589274,0.191451376,0.573886206
A06x8739078,A06,29.20067836,0.052513905,0.694003549,0.095654428,0.443037577,0.600193656
A06x8867565,A06,29.6301908,0.036498097,0.58439562,0.079952133,0.567157581,0.413362681
A06x9114826,A06,29.63019185,0.036498133,0.584395703,0.079952097,0.567157636,0.413362364
A06x9342457,A06,30.08497561,0.022283196,0.785722286,0.044715898,0.548387648,0.505237328
A06x9393561,A06,30.53949028,0.008164338,0.81125881,0.074297412,0.445861499,0.427398297
A06x9507218,A06,31.46292366,0.074150171,1.399363483,0.057420458,0.411747271,0.396898065
A06x9612586,A06,31.91743825,0.03660595,1.074031832,0.048566674,0.381450055,0.311728143
A06x9706189,A06,32.37146677,0.002002964,0.84915272,0.112684207,0.558026103,0.471753009
A06x9978506,A06,34.27548846,0.001379992,0.57257097,0.00218754,0.404288171,0.60538213
A06x10175707,A06,34.72951698,0.001331205,0.56607859,0.006145296,0.615257248,0.699927342
A06x11042216,A06,35.18407002,0.016060775,0.548452153,0.002789061,0.429697908,0.535938755
A06x14144472,A06,36.05639231,0.033982975,0.62912399,0.001151779,0.590641392,0.578591731
A06x14379326,A06,36.92872729,0.112430474,0.801120561,0.01879929,0.405381579,0.338886188
A06x14927290,A06,37.3587435,0.042762598,0.48994154,0.025967088,0.501776627,0.181620301
A06x15466097,A06,37.78900481,0.066432572,0.635490551,0.097572043,0.591125687,0.12513776
A06x15625710,A06,38.19695322,0.045564033,0.676946584,0.156606242,0.615107225,0.076095927
A06x15648109,A06,39.02386071,0.068299348,0.370132774,0.332215399,0.598017533,0.069903796
A06x15703657,A06,39.43182027,0.072992636,0.253755474,0.367928294,0.654544729,0.048708205
A06x15888100,A06,39.83999014,0.041023824,0.263367765,0.43514666,0.614237948,0.130923111
A06x16052656,A06,40.24816,0.035945951,0.330584754,0.245412573,0.664597967,0.121322423
A06x16272595,A06,40.65632987,0.023030216,0.210370529,0.324995876,0.683302656,0.075484493
A06x16512177,A06,41.06449974,0.021822949,0.306541379,0.223087211,0.640133858,0.025223077
A06x16718394,A06,41.47245929,0.026292019,0.219410894,0.231811096,0.636194879,0.039578326
A06x16850333,A06,42.29936679,0.006169591,0.389807351,0.251559159,0.753441016,0.058560292
A06x16894473,A06,42.70732634,0.01671992,0.289695895,0.295587493,0.514713219,0.044891682
A06x17027456,A06,43.11549621,0.071494448,0.370974697,0.258634298,0.466512616,0.062467297
A06x17169190,A06,43.52366608,0.072021284,0.253635061,0.148853149,0.667266967,0.091463651
A06x17343471,A06,43.93183595,0.064508312,0.346856825,0.142271028,0.672307569,0.068883228
A06x17467245,A06,44.34000581,0.048075473,0.433400964,0.065537763,0.538671064,0.091377255
A06x17596788,A06,44.74817568,0.02295685,0.430691596,0.084820021,0.514685801,0.040030208
A06x17724226,A06,45.15634555,0.006781929,0.443144339,0.069197483,0.326073663,0.01930574
A06x17887716,A06,45.5643051,0.000164048,0.463112296,0.07282552,0.277282931,0.037783612
A06x18162101,A06,46.3912126,0.018531665,0.305705124,0.042689848,0.170850223,0.018845935
A06x18258572,A06,46.79917224,0.032824534,0.207511244,0.003850506,0.187422294,0.005059622
A06x18282875,A06,47.20736774,0.062576239,0.198490807,0.00807559,0.333850204,0.017414242
A06x18550224,A06,47.20736879,0.062576197,0.198490947,0.008075577,0.333850561,0.017414255
A06x18963504,A06,47.61556425,0.105452532,0.16944932,0.026553949,0.351186655,0.001108986
A06x19003983,A06,48.02352389,0.034010656,0.275067685,0.002678471,0.214306506,0.009864299
A06x19057417,A06,48.85043134,0.019963864,0.283276377,0.01077896,0.279630225,0.020316076
A06x19065113,A06,49.25839089,0.005237676,0.294062528,0.005776871,0.147575288,0.041383516
A06x19168959,A06,49.66635045,0.00117205,0.284740023,0.016452719,0.195530024,0.039301929
A06x19335038,A06,50.49325794,1.68E-05,0.41349069,0.032909244,0.11200648,0.022930005
A06x20125742,A06,50.9012175,0.004655688,0.474184031,0.050737265,0.078328836,0.035957541
A06x20199695,A06,51.30938737,0.008880243,0.644306269,0.018733166,0.040854786,0.049536954
A06x20213670,A06,51.71755716,7.74E-05,0.529178577,0.003744211,0.068953418,0.048348745
A06x20222354,A06,52.12572703,0.000545263,0.65954201,0.000477555,0.017209377,0.095255815
A06x20238371,A06,52.53387666,0.004843405,0.88831109,4.57E-05,0.001436215,0.045160522
A06x20432109,A06,52.98194253,9.59E-05,0.987365034,0.026808032,0.000890653,0.02704307
A06x20616311,A06,53.89193706,0.00063484,0.807475135,0.050552528,0.005325129,1.25E-06
A06x20713866,A06,54.33875139,0.006178804,1.010707716,0.005261356,0.002272756,0.004194345
A06x20780135,A06,57.23988677,0.001847641,0.342738549,0.010198594,0.009760989,0.002648752
A06x20857317,A06,57.64683012,0.032664359,0.33728936,0.006940579,0.002789801,0.025969856
A06x20968975,A06,58.055,0.049893867,0.344108264,6.73E-05,0.001105779,0.001036864
A06x20983253,A06,58.46316975,0.090248948,0.53983053,0.000952007,8.54E-05,0.00951417
A06x20992009,A06,58.87112931,0.146435941,0.583243496,0.008828752,0.004915209,0.000517921
A06x21034854,A06,59.6980368,0.024819027,0.57131016,0.01811668,0.028224286,0.001642162
A06x21165255,A06,60.10557252,0.000147677,0.57828045,0.021316066,0.015824327,0.001199776
A06x21255416,A06,61.36102204,0.000606963,0.860350731,0.096813251,0.000183027,0.000115141
A06x21312795,A06,62.18749852,0.002552597,1.177089798,0.255857519,0.012391376,0.051545701
A06x21369853,A06,62.59494586,0.000158586,0.930807854,0.186890397,0.010346883,0.090283574
A06x21488412,A06,63.00290568,0.020941972,1.338515875,0.209020819,0.029276453,0.024290297
A06x21534924,A06,63.82981317,0.148255612,1.175953167,0.097400746,0.121214708,0.051874939
A06x21566743,A06,64.23777352,0.150928245,1.21045205,0.155600158,0.110659893,0.023265094
A06x21606058,A06,64.64416481,0.075248671,1.01703832,0.061590073,0.081411983,0.009307188
A06x21623986,A06,65.47107305,0.14930247,0.984597467,0.09741704,0.00298964,0.00877759
A06x21659075,A06,65.87746433,0.250768849,1.174871311,0.210267046,0.010418203,0.00140677
A06x21677198,A06,66.28563499,0.31926568,1.075841597,0.252185187,0.002223154,0.005704374
A06x21852390,A06,66.69359455,0.201913806,1.159975367,0.085141946,0.018782927,0.0058544
A06x21889982,A06,67.52028818,0.272074029,0.948563673,0.027371111,0.016949548,0.000425806
A06x21968965,A06,68.34698181,0.221291408,1.336745365,0.026668372,0.000107783,0.037783753
A06x22049007,A06,68.75494137,0.26407339,1.542452285,0.025850896,0.013032934,0.036456699
A06x22141386,A06,69.16290092,0.302992032,1.468277056,0.00983105,0.090589334,0.02283337
A06x22222087,A06,69.98980842,0.208668515,1.47421521,0.029949609,0.0053866,0.03212237
A06x22414328,A06,70.39776797,0.150436754,1.502195115,0.040458058,0.047392649,0.014023731
A06x22495533,A06,70.80593784,0.397842621,1.449132665,0.077574014,0.049695555,0.049982525
A06x22528507,A06,71.21410771,0.515415187,1.548101076,0.06551645,0.086502575,0.082389494
A06x22563280,A06,71.62227757,0.523396445,1.522581869,0.064937402,0.116804178,0.095382094
A06x22573700,A06,72.03044744,0.338454606,1.894456141,0.035122944,0.155178248,0.278648648
A06x22616349,A06,72.43861731,0.364648146,1.870737022,0.022767957,0.132977277,0.262322413
A06x22704278,A06,72.84636307,0.371749936,1.906338646,0.01721573,0.115442846,0.246407597
A06x22733245,A06,74.10256913,0.088655982,1.752120808,0.002513454,0.005685662,0.145475399
A06x22790786,A06,74.50967343,0.032476817,1.759716502,0.000860851,2.57E-05,0.1008446
A06x22977608,A06,76.20616025,0.020267054,1.009279558,0.008372021,0.057402817,0.029481084
A06x23089822,A06,76.61368865,0.001920041,0.70311058,0.005532223,0.213722557,0.087702454
A06x23145693,A06,77.02185852,0.009100558,0.735639062,0.020852499,0.329275358,0.047844294
A06x23170515,A06,77.43002838,0.043953534,0.40915528,0.009299489,0.300857973,0.037250439
A06x23173550,A06,77.83819825,0.023342511,0.303596646,0.006380909,0.381675416,0.050131259
A06x23188139,A06,78.24636812,0.020959123,0.393874974,0.030572764,0.488417846,0.088121209
A06x23261963,A06,78.65453798,0.003351342,0.346425524,0.039105382,0.597714731,0.054444781
A06x23320853,A06,79.06270785,0.027248808,0.355645553,0.062482814,0.507957737,0.051786651
A06x23370989,A06,79.47066741,0.019918535,0.392530669,0.059013097,0.539535051,0.053779648
A06x23487869,A06,80.29736104,0.018794022,0.308765664,0.026836624,0.40035346,0.025779551
A06x23494062,A06,81.12405467,0.015357467,0.125087827,0.000354283,0.288292772,0.057524031
A06x23548075,A06,81.53201423,0.054966219,0.043787756,0.003154923,0.280846049,0.006092618
A06x23620292,A06,81.94018409,0.141064646,0.119253982,0.015315017,0.228644474,0.087921109
A06x23684078,A06,82.34814365,0.313320209,0.253320156,0.001418119,0.342768589,0.113482618
A06x23861639,A06,83.17505115,0.20255572,0.424273853,0.001240094,0.589815059,0.124473405
A06x23908707,A06,83.5825866,0.13247563,0.332258582,0.012279736,0.687337168,0.126161685
A06x23968183,A06,84.83857509,0.169608291,0.107679225,0.219831171,0.576515977,0.072246566
A06x24029730,A06,85.66483745,0.095969948,0.130919992,0.301215597,0.994222579,0.039485282
A06x24148887,A06,86.49153108,0.112362177,0.155661731,0.612561277,0.685775275,0.192312373
A06x24176157,A06,86.89949064,0.213677516,0.265781664,0.495389501,0.718231562,0.27806684
A06x24234183,A06,87.30766051,0.275151031,0.320598208,0.425841072,0.612947306,0.334133662
A06x24335210,A06,87.71562007,0.433932718,0.152522538,0.296377628,0.826757786,0.557498339
A06x24422253,A06,88.54231369,0.351696784,0.348819711,0.494701894,0.645936441,0.563754658
A06x24438966,A06,89.36900732,0.132967684,0.163989314,0.389635933,0.459665497,0.619809315
A06x24562432,A06,89.77696688,0.262637976,0.178114852,0.550160636,0.466684991,0.472783921
A06x24648046,A06,90.18492644,0.295019508,0.250760101,0.697011406,0.353162452,0.331472762
A06x24751617,A06,91.01162007,0.049630847,0.514501984,0.712034718,0.234170625,0.144050668
A06x24802441,A06,91.83809984,0.051579862,0.384327577,0.844043235,0.153108639,0.083759995
A06x24910518,A06,92.66479347,0.130954086,0.422891158,1.349581547,0.257207045,0.059801899
A06x25010898,A06,93.07275303,0.063121192,0.633825,1.537192157,0.263869418,0.165121144
A06x25050435,A06,93.480923,0.048019723,0.776319095,1.642169833,0.145762696,0.100928516
A06x25142452,A06,93.86388148,0.04444684,0.602590901,1.565874725,0.172175797,0.075194834
A07x121679,A07,0,0.034601399,0.052599465,0.007048784,0.124950924,0.00401183
A07x238240,A07,0.382748289,0.068532627,0.069828298,0.024959612,0.11551115,0.02660965
A07x385264,A07,1.208778824,0.072645186,0.076523701,0.040187131,0.172809439,0.016857811
A07x451648,A07,3.356747956,0.015503948,0.002298487,0.157463542,0.187235314,0.091659332
A07x648541,A07,3.763845025,0.019417576,0.00044505,0.200654067,0.132404085,0.090392901
A07x854720,A07,4.590752525,0.029186104,0.005013756,0.324474684,0.165032613,0.089151216
A07x1026814,A07,4.998287976,0.00785623,0.001806408,0.403221468,0.21968008,0.140480958
A07x1164000,A07,6.254494034,0.000107502,0.002849086,0.39672499,0.090399005,0.171679576
A07x1247306,A07,6.662239795,1.75E-05,0.00069496,0.334134338,0.136567325,0.173214523
A07x1668071,A07,7.070409665,0.001648996,0.003096741,0.264553446,0.032637492,0.140712777
A07x1726244,A07,7.478155426,0.002265473,0.00268861,0.237544482,0.037289315,0.179276738
A07x1912144,A07,8.734361489,0.032358938,0.049906522,0.082598047,0.004343514,0.200563832
A07x1916232,A07,9.14079141,0.023674989,0.041093795,0.088525038,0.00235901,0.306982452
A07x2612153,A07,12.22848927,0.040089197,0.180092295,0.282984061,0.147503365,0.758520759
A07x2777680,A07,12.63402758,0.079561653,0.204889389,0.219465763,0.198082818,0.631497605
A07x7849660,A07,15.72147692,0.208638043,0.071546725,0.798204121,0.533213345,0.100171043
A07x8125711,A07,16.12833113,0.159927389,0.106789686,0.807261437,0.710072132,0.016543701
A07x9046546,A07,16.53628941,0.109426451,0.100440571,0.75714883,0.485106156,0.035906822
A07x9118045,A07,16.94403528,0.173427255,0.152763232,0.628823104,0.574171765,0.034914708
A07x9212629,A07,18.20024134,0.251742567,0.254456302,0.280618884,0.771659608,0.00568811
A07x9353173,A07,18.6079871,0.140568992,0.147324225,0.370339182,0.80620245,0.026738215
A07x9494047,A07,19.01615697,0.177426856,0.06522647,0.351779794,0.643905633,0.067299248
A07x9609685,A07,19.42432684,0.154542844,0.137588754,0.439159331,0.68895934,0.126958673
A07x9765112,A07,19.83228679,0.191520439,0.075331573,0.666440457,0.792747695,0.085625212
A07x9827612,A07,20.65839902,0.340912616,0.021865552,0.452344469,0.479605243,0.059741908
A07x10044896,A07,21.06635926,0.245795947,0.020830188,0.489098312,0.498569129,0.086051221
A07x10348983,A07,21.4735433,0.139573404,0.089567993,0.697310693,0.779608291,0.113856895
A07x10543102,A07,22.30001993,0.066327957,0.179092124,0.711525401,0.729995906,0.03307501
A07x10909029,A07,23.55579086,0.163641338,0.127484959,0.423502992,0.496980573,0.004494596
A07x11085819,A07,24.38116145,0.227445773,0.213015463,0.600069097,0.765615556,0.058765015
A07x11517406,A07,26.99273127,0.037263142,0.207533467,0.206453082,0.592229953,0.029228012
A07x11706630,A07,27.39981387,0.05960981,0.192273769,0.1480913,0.775358345,0.008791889
A07x11822636,A07,27.80798374,0.035826753,0.202628242,0.106921193,0.903464944,0.020199589
A07x11888127,A07,28.21615361,0.107159213,0.143753373,0.085733876,0.840480909,0.032525922
A07x11983411,A07,28.62432348,0.058503774,0.09320034,0.135997395,0.731527774,0.031619879
A07x12062969,A07,29.03228303,0.062645761,0.083494848,0.222194014,0.56421828,0.060368538
A07x12090449,A07,29.85919053,0.02296032,0.159163427,0.077869014,0.586307575,0.003975653
A07x12182836,A07,30.26693978,0.01459253,0.102604043,0.034969398,0.45875474,0.002216519
A07x12258663,A07,31.093416,0.029371603,0.071997203,0.001437909,0.217197818,0.010609755
A07x12400189,A07,32.34940449,0.023147348,0.001168206,0.015523965,0.061294616,0.106124355
A07x12567462,A07,32.75715025,0.010698743,0.001227725,0.001146683,0.158077653,0.218289311
A07x12634162,A07,33.16532012,0.007202753,0.001216738,0.011272178,0.077182029,0.210573482
A07x12648078,A07,33.57348999,0.00596444,0.001730009,0.000136378,0.1287103,0.148736968
A07x12700299,A07,33.98165986,0.048001091,0.015618669,0.000127962,0.04045688,0.120645071
A07x12724385,A07,34.38940563,0.212545074,0.011050976,0.004359592,0.038300164,0.058570866
A07x12886330,A07,35.64494807,0.306993331,0.006696715,0.036066073,0.081495896,0.047697576
A07x13007264,A07,37.34098836,0.265352678,0.025361614,0.012631084,0.004526272,0.001586254
A07x13166525,A07,37.74851676,0.479168696,0.006797363,0.030842907,0.00082062,0.006002507
A07x13241485,A07,38.1564765,0.327812495,0.013290653,0.02898149,0.014435131,0.030084607
A07x13277080,A07,38.98321978,0.378803245,0.007043532,0.038943875,0.006893651,0.00448838
A07x13478964,A07,38.98322083,0.378803415,0.007043536,0.038943995,0.0068936,0.004488319
A07x13794919,A07,39.39144398,0.679106261,0.002681583,0.006523368,0.012560738,0.01247978
A07x14054957,A07,39.79875143,0.651915247,0.000722262,0.025665583,0.008325672,0.001683848
A07x14241556,A07,41.94694599,0.371748009,0.007940231,0.074277106,0.014641474,0.003506463
A07x14542108,A07,42.35425345,0.436034643,0.008121681,0.012867554,0.073835652,0.006754955
A07x14619522,A07,42.7624489,0.416572971,0.032726226,0.000581614,0.098682484,0.011995196
A07x14892287,A07,42.76244995,0.416573261,0.032726142,0.000581608,0.098682476,0.011995259
A07x15319042,A07,43.17064541,0.481440984,0.00029163,0.007586681,0.205292652,0.00153967
A07x15471274,A07,43.57881537,0.413832761,0.004553475,0.016862709,0.093783305,0.004768378
A07x15610627,A07,43.98634377,0.25222221,0.032597023,0.058584296,0.190670103,0.004127869
A07x15766300,A07,45.68283059,0.247678996,0.032076511,0.149887463,0.108700737,0.003200507
A07x15862516,A07,46.09035898,0.168955526,0.038481301,0.127951273,0.041144447,0.023329109
A07x16000246,A07,46.49852885,0.281287335,0.052287472,0.131614432,0.01232331,0.061751128
A07x16094553,A07,46.90648841,0.31452334,0.022406283,0.072872667,0.000543321,0.128753489
A07x16117168,A07,47.7333959,0.304427826,0.083230372,0.078065397,0.014871763,0.065287734
A07x16245305,A07,48.14135546,0.306748364,0.13345492,0.200997971,0.014910311,0.148666881
A07x16346835,A07,48.54952533,0.391030905,0.196611285,0.293542783,0.003453103,0.208909515
A07x16383905,A07,48.95769519,0.400197056,0.189100979,0.293750556,0.01145443,0.230684288
A07x16544081,A07,49.36586506,0.319120255,0.187726134,0.257811647,0.015483671,0.142530166
A07x16588001,A07,49.77382462,0.314162273,0.167351487,0.153635262,0.031653535,0.079200216
A07x16704311,A07,50.60073211,0.313075086,0.10742993,0.057745681,0.115977467,0.183413874
A07x16788652,A07,51.00869167,0.376992811,0.114715094,0.032839823,0.167479255,0.142780785
A07x16813814,A07,51.41686153,0.43993616,0.221109558,0.038828285,0.255674566,0.227330774
A07x16885944,A07,51.8250314,0.449725592,0.32983409,0.049579825,0.143239042,0.311731217
A07x16929016,A07,52.23277716,0.649437838,0.564931669,0.10924893,0.254294676,0.149022842
A07x17037431,A07,53.48898322,0.525767052,0.434291363,0.076626886,0.490998586,0.132841579
A07x17064931,A07,53.89672898,0.448365914,0.328285948,0.068168792,0.398710394,0.157734448
A07x17208726,A07,54.30489885,0.38634763,0.166069139,0.022148723,0.241197248,0.220891063
A07x17286488,A07,54.71264461,0.446779397,0.243819793,0.021540847,0.385899611,0.219102904
